[WARNING] install tensorboardX to record simulation logs.
[WARNING] install tensorboardX to record simulation logs.
[WARNING] install tensorboardX to record simulation logs.
[WARNING] install tensorboardX to record simulation logs.
[WARNING] install tensorboardX to record simulation logs.
Conv4
Conv4S
Conv6
Namespace(seed=1, dataset='CUB', model='ResNet50', method='maml', train_n_way=5, test_n_way=5, n_shot=1, train_aug=True, steps=2, tau=1.0, loss='ELBO', mean=0.0, kernel='bncossim', batch_size=1, diff_net=None, num_classes=200, save_freq=50, start_epoch=0, stop_epoch=-1, resume=False, warmup=False)
[INFO] Setting SEED: 1
n_query : 16
Inner lr : 0.01
Tot epochs: 2400
Meta-lr : 0.0001
Epoch 0 | Batch 0/100 | Loss 15.978111
Epoch 12 | Batch 80/100 | Loss 12.213921
Epoch 12 | Batch 90/100 | Loss 12.006208
Epoch 13 | Batch 0/100 | Loss 7.625538
Epoch 13 | Batch 10/100 | Loss 10.441132
Epoch 13 | Batch 20/100 | Loss 10.892071
Epoch 13 | Batch 30/100 | Loss 11.171517
Epoch 13 | Batch 40/100 | Loss 11.113519
Epoch 13 | Batch 50/100 | Loss 11.405581
Epoch 13 | Batch 60/100 | Loss 11.522355
Epoch 13 | Batch 70/100 | Loss 11.535255
Epoch 13 | Batch 80/100 | Loss 11.528307
Epoch 13 | Batch 90/100 | Loss 11.386003
Epoch 14 | Batch 0/100 | Loss 8.836062
Epoch 14 | Batch 10/100 | Loss 13.085254
Epoch 14 | Batch 20/100 | Loss 12.520837
Epoch 14 | Batch 30/100 | Loss 12.407072
Epoch 14 | Batch 40/100 | Loss 12.434529
Epoch 14 | Batch 50/100 | Loss 12.002953
Epoch 14 | Batch 60/100 | Loss 12.051081
Epoch 14 | Batch 70/100 | Loss 12.176315
Epoch 14 | Batch 80/100 | Loss 12.085348
Epoch 14 | Batch 90/100 | Loss 11.942174
Epoch 15 | Batch 0/100 | Loss 12.252748
Epoch 15 | Batch 10/100 | Loss 12.943390
Epoch 15 | Batch 20/100 | Loss 12.468475
Epoch 15 | Batch 30/100 | Loss 12.467363
Epoch 15 | Batch 40/100 | Loss 12.140973
Epoch 15 | Batch 50/100 | Loss 12.122180
Epoch 15 | Batch 60/100 | Loss 12.102149
Epoch 15 | Batch 70/100 | Loss 12.257018
Epoch 15 | Batch 80/100 | Loss 12.046287
Epoch 15 | Batch 90/100 | Loss 11.992721
One iteration : 16.89073085784912s
100 Test Acc = 21.81% +- 0.82%
--> Best model! save...
Epoch 16 | Batch 0/100 | Loss 9.604467
Epoch 16 | Batch 10/100 | Loss 12.774590
Epoch 16 | Batch 20/100 | Loss 12.559248
Epoch 16 | Batch 30/100 | Loss 12.686868
Epoch 16 | Batch 40/100 | Loss 12.241932
Epoch 16 | Batch 50/100 | Loss 12.425773
Epoch 16 | Batch 60/100 | Loss 12.630297
Epoch 16 | Batch 70/100 | Loss 12.586268
Epoch 16 | Batch 80/100 | Loss 12.401122
Epoch 16 | Batch 90/100 | Loss 12.376689
Epoch 17 | Batch 0/100 | Loss 7.036286
Epoch 17 | Batch 10/100 | Loss 11.068937
Epoch 17 | Batch 20/100 | Loss 10.507010
Epoch 17 | Batch 30/100 | Loss 11.584910
Epoch 17 | Batch 40/100 | Loss 11.612728
Epoch 17 | Batch 50/100 | Loss 11.790765
Epoch 17 | Batch 60/100 | Loss 12.009599
Epoch 17 | Batch 70/100 | Loss 11.928243
Epoch 17 | Batch 80/100 | Loss 11.998539
Epoch 17 | Batch 90/100 | Loss 11.900175
Epoch 18 | Batch 0/100 | Loss 13.063299
Epoch 18 | Batch 10/100 | Loss 11.534990
Epoch 18 | Batch 20/100 | Loss 11.451973
Epoch 18 | Batch 30/100 | Loss 12.302980
Epoch 18 | Batch 40/100 | Loss 12.552406
Epoch 18 | Batch 50/100 | Loss 12.942424
Epoch 18 | Batch 60/100 | Loss 12.868795
Epoch 18 | Batch 70/100 | Loss 12.740539
Epoch 18 | Batch 80/100 | Loss 12.639571
Epoch 18 | Batch 90/100 | Loss 12.516600
Epoch 19 | Batch 0/100 | Loss 10.551621
Epoch 19 | Batch 10/100 | Loss 11.639486
Epoch 19 | Batch 20/100 | Loss 11.492401
Epoch 19 | Batch 30/100 | Loss 11.406322
Epoch 19 | Batch 40/100 | Loss 11.518261
Epoch 19 | Batch 50/100 | Loss 11.639795
Epoch 19 | Batch 60/100 | Loss 11.241502
Epoch 19 | Batch 70/100 | Loss 10.997904
Epoch 19 | Batch 80/100 | Loss 10.874885
Epoch 19 | Batch 90/100 | Loss 10.882830
Epoch 20 | Batch 0/100 | Loss 11.176820
Epoch 20 | Batch 10/100 | Loss 12.905129
Epoch 20 | Batch 20/100 | Loss 12.161171
Epoch 20 | Batch 30/100 | Loss 12.136219
Epoch 20 | Batch 40/100 | Loss 11.770441
Epoch 20 | Batch 50/100 | Loss 11.751738
Epoch 20 | Batch 60/100 | Loss 11.606797
Epoch 20 | Batch 70/100 | Loss 11.446665
Epoch 20 | Batch 80/100 | Loss 11.498550
Epoch 20 | Batch 90/100 | Loss 11.620469
One iteration : 16.54878282546997s
100 Test Acc = 21.44% +- 0.88%
Epoch 21 | Batch 0/100 | Loss 8.318311
Epoch 21 | Batch 10/100 | Loss 12.823044
Epoch 21 | Batch 20/100 | Loss 12.356015
Epoch 21 | Batch 30/100 | Loss 11.664448
Epoch 21 | Batch 40/100 | Loss 11.677870
Epoch 21 | Batch 50/100 | Loss 11.910355
Epoch 21 | Batch 60/100 | Loss 11.663845
Epoch 21 | Batch 70/100 | Loss 11.842154
Epoch 21 | Batch 80/100 | Loss 11.772170
Epoch 21 | Batch 90/100 | Loss 11.916716
Epoch 22 | Batch 0/100 | Loss 19.008045
Epoch 22 | Batch 10/100 | Loss 12.161363
Epoch 22 | Batch 20/100 | Loss 12.531998
Epoch 22 | Batch 30/100 | Loss 12.150537
Epoch 22 | Batch 40/100 | Loss 12.333184
Epoch 22 | Batch 50/100 | Loss 12.390442
Epoch 22 | Batch 60/100 | Loss 12.357537
Epoch 22 | Batch 70/100 | Loss 12.309537
Epoch 22 | Batch 80/100 | Loss 12.228298
Epoch 22 | Batch 90/100 | Loss 12.205620
Epoch 23 | Batch 0/100 | Loss 16.364887
Epoch 23 | Batch 10/100 | Loss 10.242420
Epoch 23 | Batch 20/100 | Loss 11.290472
Epoch 23 | Batch 30/100 | Loss 11.118425
Epoch 23 | Batch 40/100 | Loss 11.311596
Epoch 23 | Batch 50/100 | Loss 11.403661
Epoch 23 | Batch 60/100 | Loss 11.490760
Epoch 23 | Batch 70/100 | Loss 11.734357
Epoch 23 | Batch 80/100 | Loss 11.955000
Epoch 23 | Batch 90/100 | Loss 11.969060
Epoch 24 | Batch 0/100 | Loss 11.563590
Epoch 24 | Batch 10/100 | Loss 14.212401
Epoch 24 | Batch 20/100 | Loss 14.158833
Epoch 24 | Batch 30/100 | Loss 13.771156
Epoch 24 | Batch 40/100 | Loss 13.973917
Epoch 24 | Batch 50/100 | Loss 13.879677
Epoch 24 | Batch 60/100 | Loss 13.374403
Epoch 24 | Batch 70/100 | Loss 13.011969
Epoch 24 | Batch 80/100 | Loss 13.081762
Epoch 24 | Batch 90/100 | Loss 12.928845
Epoch 25 | Batch 0/100 | Loss 8.689322
Epoch 25 | Batch 10/100 | Loss 13.306508
Epoch 25 | Batch 20/100 | Loss 12.535304
Epoch 25 | Batch 30/100 | Loss 12.737054
Epoch 25 | Batch 40/100 | Loss 12.631863
Epoch 25 | Batch 50/100 | Loss 12.450868
Epoch 25 | Batch 60/100 | Loss 12.463099
Epoch 25 | Batch 70/100 | Loss 12.550588
Epoch 25 | Batch 80/100 | Loss 12.756386
Epoch 25 | Batch 90/100 | Loss 12.600385
One iteration : 16.4152250289917s
100 Test Acc = 22.09% +- 0.99%
--> Best model! save...
Epoch 26 | Batch 0/100 | Loss 7.794086
Epoch 26 | Batch 10/100 | Loss 14.207019
Epoch 26 | Batch 20/100 | Loss 12.541295
Epoch 26 | Batch 30/100 | Loss 12.517216
Epoch 26 | Batch 40/100 | Loss 12.253360
Epoch 26 | Batch 50/100 | Loss 12.184064
Epoch 26 | Batch 60/100 | Loss 12.268179
Epoch 26 | Batch 70/100 | Loss 12.298650
Epoch 26 | Batch 80/100 | Loss 12.403948
Epoch 26 | Batch 90/100 | Loss 12.332010
Epoch 27 | Batch 0/100 | Loss 5.035502
Epoch 27 | Batch 10/100 | Loss 13.088842
Epoch 27 | Batch 20/100 | Loss 12.633608
Epoch 27 | Batch 30/100 | Loss 12.857258
Epoch 27 | Batch 40/100 | Loss 12.727343
Epoch 27 | Batch 50/100 | Loss 12.671649
Epoch 27 | Batch 60/100 | Loss 12.505601
Epoch 27 | Batch 70/100 | Loss 12.289266
Epoch 27 | Batch 80/100 | Loss 12.275851
Epoch 27 | Batch 90/100 | Loss 12.435429
Epoch 28 | Batch 0/100 | Loss 7.750127
Epoch 28 | Batch 10/100 | Loss 10.414586
Epoch 28 | Batch 20/100 | Loss 11.335256
Epoch 28 | Batch 30/100 | Loss 11.342961
Epoch 28 | Batch 40/100 | Loss 11.380232
Epoch 28 | Batch 50/100 | Loss 11.560492
Epoch 28 | Batch 60/100 | Loss 11.556234
Epoch 28 | Batch 70/100 | Loss 11.797864
Epoch 28 | Batch 80/100 | Loss 11.884162
Epoch 28 | Batch 90/100 | Loss 11.812919
Epoch 29 | Batch 0/100 | Loss 15.269544
Epoch 29 | Batch 10/100 | Loss 12.717918
Epoch 29 | Batch 20/100 | Loss 12.355373
Epoch 29 | Batch 30/100 | Loss 12.868621
Epoch 29 | Batch 40/100 | Loss 12.385318
Epoch 29 | Batch 50/100 | Loss 12.345476
Epoch 29 | Batch 60/100 | Loss 11.948490
Epoch 29 | Batch 70/100 | Loss 11.973963
Epoch 29 | Batch 80/100 | Loss 12.095388
Epoch 29 | Batch 90/100 | Loss 12.024308
Epoch 30 | Batch 0/100 | Loss 11.744699
Epoch 30 | Batch 10/100 | Loss 12.571694
Epoch 30 | Batch 20/100 | Loss 12.001736
Epoch 30 | Batch 30/100 | Loss 11.836166
Epoch 30 | Batch 40/100 | Loss 11.648588
Epoch 30 | Batch 50/100 | Loss 11.732851
Epoch 30 | Batch 60/100 | Loss 11.732771
Epoch 30 | Batch 70/100 | Loss 12.092110
Epoch 30 | Batch 80/100 | Loss 12.114150
Epoch 30 | Batch 90/100 | Loss 12.401470
One iteration : 16.442649602890015s
100 Test Acc = 23.20% +- 0.97%
--> Best model! save...
Epoch 31 | Batch 0/100 | Loss 7.886825
Epoch 31 | Batch 10/100 | Loss 11.774765
Epoch 31 | Batch 20/100 | Loss 12.495884
Epoch 31 | Batch 30/100 | Loss 12.877796
Epoch 31 | Batch 40/100 | Loss 12.777715
Epoch 31 | Batch 50/100 | Loss 13.047051
Epoch 31 | Batch 60/100 | Loss 13.580693
Epoch 31 | Batch 70/100 | Loss 13.619102
Epoch 31 | Batch 80/100 | Loss 13.270026
Epoch 31 | Batch 90/100 | Loss 13.081372
Epoch 32 | Batch 0/100 | Loss 13.134351
Epoch 32 | Batch 10/100 | Loss 12.441540
Epoch 32 | Batch 20/100 | Loss 12.817347
Epoch 32 | Batch 30/100 | Loss 12.558265
Epoch 32 | Batch 40/100 | Loss 12.951656
Epoch 32 | Batch 50/100 | Loss 12.944609
Epoch 32 | Batch 60/100 | Loss 12.682921
Epoch 32 | Batch 70/100 | Loss 12.554238
Epoch 32 | Batch 80/100 | Loss 12.590421
Epoch 32 | Batch 90/100 | Loss 12.428631
Epoch 33 | Batch 0/100 | Loss 8.303769
Epoch 33 | Batch 10/100 | Loss 13.830452
Epoch 33 | Batch 20/100 | Loss 12.358833
Epoch 33 | Batch 30/100 | Loss 12.943320
Epoch 33 | Batch 40/100 | Loss 12.356718
Epoch 33 | Batch 50/100 | Loss 12.359126
Epoch 33 | Batch 60/100 | Loss 12.937484
Epoch 33 | Batch 70/100 | Loss 12.850659
Epoch 33 | Batch 80/100 | Loss 12.852080
Epoch 33 | Batch 90/100 | Loss 12.714858
Epoch 34 | Batch 0/100 | Loss 11.823143
Epoch 34 | Batch 10/100 | Loss 10.818552
Epoch 34 | Batch 20/100 | Loss 11.607457
Epoch 34 | Batch 30/100 | Loss 11.408435
Epoch 34 | Batch 40/100 | Loss 12.021729
Epoch 34 | Batch 50/100 | Loss 12.072442
Epoch 34 | Batch 60/100 | Loss 12.106169
Epoch 34 | Batch 70/100 | Loss 12.178492
Epoch 34 | Batch 80/100 | Loss 12.141015
Epoch 34 | Batch 90/100 | Loss 12.211816
Epoch 35 | Batch 0/100 | Loss 12.892202
Epoch 35 | Batch 10/100 | Loss 15.462907
Epoch 35 | Batch 20/100 | Loss 14.950637
Epoch 35 | Batch 30/100 | Loss 14.448533
Epoch 35 | Batch 40/100 | Loss 13.805033
Epoch 35 | Batch 50/100 | Loss 13.790069
Epoch 35 | Batch 60/100 | Loss 13.600568
Epoch 35 | Batch 70/100 | Loss 13.402672
Epoch 35 | Batch 80/100 | Loss 13.232778
Epoch 35 | Batch 90/100 | Loss 12.925175
One iteration : 17.257515907287598s
100 Test Acc = 22.18% +- 0.93%
Epoch 36 | Batch 0/100 | Loss 13.910898
Epoch 36 | Batch 10/100 | Loss 14.428338
Epoch 36 | Batch 20/100 | Loss 12.918063
Epoch 36 | Batch 30/100 | Loss 12.770239
Epoch 36 | Batch 40/100 | Loss 13.017090
Epoch 36 | Batch 50/100 | Loss 13.243337
Epoch 36 | Batch 60/100 | Loss 13.099616
Epoch 36 | Batch 70/100 | Loss 13.146670
Epoch 36 | Batch 80/100 | Loss 13.060632
Epoch 36 | Batch 90/100 | Loss 13.222859
Epoch 37 | Batch 0/100 | Loss 14.070114
Epoch 37 | Batch 10/100 | Loss 11.895197
Epoch 37 | Batch 20/100 | Loss 12.808429
Epoch 37 | Batch 30/100 | Loss 12.557513
Epoch 37 | Batch 40/100 | Loss 13.363116
Epoch 37 | Batch 50/100 | Loss 13.171683
Epoch 37 | Batch 60/100 | Loss 13.213048
Epoch 37 | Batch 70/100 | Loss 13.389333
Epoch 37 | Batch 80/100 | Loss 13.340468
Epoch 37 | Batch 90/100 | Loss 13.350198
Epoch 38 | Batch 0/100 | Loss 17.728825
Epoch 38 | Batch 10/100 | Loss 9.936142
Epoch 38 | Batch 20/100 | Loss 11.602795
Epoch 38 | Batch 30/100 | Loss 12.512033
Epoch 38 | Batch 40/100 | Loss 12.405013
Epoch 38 | Batch 50/100 | Loss 12.691058
Epoch 38 | Batch 60/100 | Loss 12.500968
Epoch 38 | Batch 70/100 | Loss 12.593352
Epoch 38 | Batch 80/100 | Loss 12.495461
Epoch 38 | Batch 90/100 | Loss 12.355487
Epoch 39 | Batch 0/100 | Loss 11.144274
Epoch 39 | Batch 10/100 | Loss 13.026119
Epoch 39 | Batch 20/100 | Loss 12.413349
Epoch 39 | Batch 30/100 | Loss 12.019973
Epoch 39 | Batch 40/100 | Loss 11.867874
Epoch 39 | Batch 50/100 | Loss 12.019916
Epoch 39 | Batch 60/100 | Loss 12.232240
Epoch 39 | Batch 70/100 | Loss 12.183749
Epoch 39 | Batch 80/100 | Loss 12.188734
Epoch 39 | Batch 90/100 | Loss 12.045143
Epoch 40 | Batch 0/100 | Loss 11.331600
Epoch 40 | Batch 10/100 | Loss 13.346607
Epoch 40 | Batch 20/100 | Loss 13.988177
Epoch 40 | Batch 30/100 | Loss 13.588439
Epoch 40 | Batch 40/100 | Loss 13.058921
Epoch 40 | Batch 50/100 | Loss 13.023057
Epoch 40 | Batch 60/100 | Loss 13.009618
Epoch 40 | Batch 70/100 | Loss 13.447331
Epoch 40 | Batch 80/100 | Loss 12.970755
Epoch 40 | Batch 90/100 | Loss 13.052824
One iteration : 17.02646803855896s
100 Test Acc = 21.86% +- 0.92%
Epoch 41 | Batch 0/100 | Loss 7.856493
Epoch 41 | Batch 10/100 | Loss 14.073231
Epoch 41 | Batch 20/100 | Loss 13.460214
Epoch 41 | Batch 30/100 | Loss 13.657679
Epoch 41 | Batch 40/100 | Loss 13.325939
Epoch 41 | Batch 50/100 | Loss 13.420833
Epoch 41 | Batch 60/100 | Loss 13.598813
Epoch 41 | Batch 70/100 | Loss 13.525376
Epoch 41 | Batch 80/100 | Loss 13.652846
Epoch 41 | Batch 90/100 | Loss 13.502358
Epoch 42 | Batch 0/100 | Loss 15.522511
Epoch 42 | Batch 10/100 | Loss 13.547478
Epoch 42 | Batch 20/100 | Loss 13.279012
Epoch 42 | Batch 30/100 | Loss 13.275626
Epoch 42 | Batch 40/100 | Loss 13.743251
Epoch 42 | Batch 50/100 | Loss 13.312453
Epoch 42 | Batch 60/100 | Loss 13.179328
Epoch 42 | Batch 70/100 | Loss 13.171086
Epoch 42 | Batch 80/100 | Loss 13.262162
Epoch 42 | Batch 90/100 | Loss 13.167770
Epoch 43 | Batch 0/100 | Loss 12.683606
Epoch 43 | Batch 10/100 | Loss 11.600134
Epoch 43 | Batch 20/100 | Loss 10.790196
Epoch 43 | Batch 30/100 | Loss 11.404878
Epoch 43 | Batch 40/100 | Loss 11.914505
Epoch 43 | Batch 50/100 | Loss 12.041327
Epoch 43 | Batch 60/100 | Loss 12.265106
Epoch 43 | Batch 70/100 | Loss 12.312785
Epoch 43 | Batch 80/100 | Loss 12.193321
Epoch 43 | Batch 90/100 | Loss 12.237143
Epoch 44 | Batch 0/100 | Loss 9.913434
Epoch 44 | Batch 10/100 | Loss 12.168994
Epoch 44 | Batch 20/100 | Loss 12.282112
Epoch 44 | Batch 30/100 | Loss 12.363712
Epoch 44 | Batch 40/100 | Loss 12.330806
Epoch 44 | Batch 50/100 | Loss 12.109141
Epoch 44 | Batch 60/100 | Loss 11.993463
Epoch 44 | Batch 70/100 | Loss 12.136912
Epoch 44 | Batch 80/100 | Loss 12.309919
Epoch 44 | Batch 90/100 | Loss 12.290648
Epoch 45 | Batch 0/100 | Loss 8.584491
Epoch 45 | Batch 10/100 | Loss 13.537875
Epoch 45 | Batch 20/100 | Loss 13.916439
Epoch 45 | Batch 30/100 | Loss 13.364364
Epoch 45 | Batch 40/100 | Loss 13.391622
Epoch 45 | Batch 50/100 | Loss 13.103623
Epoch 45 | Batch 60/100 | Loss 13.043162
Epoch 45 | Batch 70/100 | Loss 12.949610
Epoch 45 | Batch 80/100 | Loss 13.047421
Epoch 45 | Batch 90/100 | Loss 12.915033
One iteration : 16.28758668899536s
100 Test Acc = 22.39% +- 1.04%
Epoch 46 | Batch 0/100 | Loss 12.866417
Epoch 46 | Batch 10/100 | Loss 10.694679
Epoch 46 | Batch 20/100 | Loss 12.603947
Epoch 46 | Batch 30/100 | Loss 13.463972
Epoch 46 | Batch 40/100 | Loss 13.622233
Epoch 46 | Batch 50/100 | Loss 13.338486
Epoch 46 | Batch 60/100 | Loss 13.473828
Epoch 46 | Batch 70/100 | Loss 13.275769
Epoch 46 | Batch 80/100 | Loss 13.049554
Epoch 46 | Batch 90/100 | Loss 12.725241
Epoch 47 | Batch 0/100 | Loss 15.171160
Epoch 47 | Batch 10/100 | Loss 13.274541
Epoch 47 | Batch 20/100 | Loss 12.328351
Epoch 47 | Batch 30/100 | Loss 12.482734
Epoch 47 | Batch 40/100 | Loss 12.395933
Epoch 47 | Batch 50/100 | Loss 12.290004
Epoch 47 | Batch 60/100 | Loss 12.461544
Epoch 47 | Batch 70/100 | Loss 12.440326
Epoch 47 | Batch 80/100 | Loss 12.834599
Epoch 47 | Batch 90/100 | Loss 12.959286
Epoch 48 | Batch 0/100 | Loss 10.977095
Epoch 48 | Batch 10/100 | Loss 13.425750
Epoch 48 | Batch 20/100 | Loss 13.652337
Epoch 48 | Batch 30/100 | Loss 14.088875
Epoch 48 | Batch 40/100 | Loss 13.430453
Epoch 48 | Batch 50/100 | Loss 13.144194
Epoch 48 | Batch 60/100 | Loss 13.219555
Epoch 48 | Batch 70/100 | Loss 13.178954
Epoch 48 | Batch 80/100 | Loss 13.198956
Epoch 48 | Batch 90/100 | Loss 13.089709
Epoch 49 | Batch 0/100 | Loss 12.463198
Epoch 49 | Batch 10/100 | Loss 13.035276
Epoch 49 | Batch 20/100 | Loss 13.310822
Epoch 49 | Batch 30/100 | Loss 13.286550
Epoch 49 | Batch 40/100 | Loss 12.954325
